IDREG,INFORMAL_GROUP,ADDITIONAL_GROUP,CONCEPT,NAME,NAME_ENGLISH,RANK,OLD_BRC_CODE
115338,"alga","red alga","Alg_6669","Solieria tenera",,"Species",
61152,"alga","brown alga","Alg_2167","Sorapion",,"Genus","0712  6900"
61153,"alga","brown alga","Alg_2168","Sorapion kjellmanii",,"Species","0712  6902"
61154,"alga","brown alga","Alg_2169","Sorapion simulans",,"Species","0712  6901"
113890,"alga","brown alga","Alg_6651","Sorocarpus",,"Genus",
61351,"alga","dinoflagellate","Alg_2170","Spatulodinium",,"Genus","0210  5600"
61352,"alga","dinoflagellate","Alg_2327","Spatulodinium pseudonoctiluca",,"Species","0210  5601"
61404,"alga","brown alga","Alg_2171","Spermatochnus",,"Genus","0712  5400"
61406,"alga","brown alga","Alg_2172","Spermatochnus paradoxus",,"Species","0712  5401"
61418,"alga",,"Alg_2778","Spermothamnieae",,"Tribe","0714430.43"
61419,"alga","red alga","Alg_2173","Spermothamnion",,"Genus","0714 12900"
61422,"alga","red alga","Alg_2174","Spermothamnion repens",,"Species","0714 12901"
61423,"alga","red alga","Alg_2175","Spermothamnion strictum",,"Species","0714 12902"
61427,"alga","brown alga","Alg_2176","Sphacelaria",,"Genus","0712   200"
