"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Rubus rosaceus Weihe & Nees"	"0920003616"	"2cd4p9h.7mxsn5"	"2cd4p9h.7mxsn5"	"Rubus rosaceus Weihe & Nees"	"Rubus rosaceus"		"Rubus rosaceus"				
"Salsola tragus L."	"0920001808"	"2cd4p9h.7mxsnf"	"2cd4p9h.7mxsnf"	"Salsola tragus L."	"Salsola tragus"		"Salsola tragus"				
"Salsola kali subsp. iberica (Sennen & Pau) Rilke"	"0920001807"	"2cd4p9h.7mxsnf"	"2cd4p9h.2dpa19"	"Salsola tragus L."	"Salsola tragus"		"Salsola kali subsp. iberica"				
"Salsola pestifer A.Nelson"	"0920001807"	"2cd4p9h.7mxsnf"	"2cd4p9h.7mm57p"	"Salsola tragus L."	"Salsola tragus"		"Salsola pestifer"				
"Salsola kali subsp. ruthenica (Iljin) Soó"	"0920001807"	"2cd4p9h.7mxsnf"	"2cd4p9h.1tz"	"Salsola tragus L."	"Salsola tragus"		"Salsola kali subsp. ruthenica"				
"Salsola kali subsp. tragus (L.) Čelak."	"0920001808"	"2cd4p9h.7mxsnf"	"2cd4p9h.3hx3g8"	"Salsola tragus L."	"Salsola tragus"		"Salsola kali subsp. tragus"				
"Taraxacum maculigerum H.Lindb."	"0920003880"	"2cd4p9h.7mxsya"	"2cd4p9h.7mxsya"	"Taraxacum maculigerum H.Lindb."	"Taraxacum maculigerum"		"Taraxacum maculigerum"				
"Taraxacum spectabile Dahlst."	"0920003847"	"2cd4p9h.7mxsyg"	"2cd4p9h.7mxsyg"	"Taraxacum spectabile Dahlst."	"Taraxacum spectabile"		"Taraxacum spectabile"				
"Thelypteris thelypteroides (Michx.) Holub"	"0910002052"	"2cd4p9h.7mxsyv"	"2cd4p9h.7mxsyv"	"Thelypteris thelypteroides (Michx.) Holub"	"Thelypteris thelypteroides"		"Thelypteris thelypteroides"				
"Avena sativa L. subsp. sativa"	"Vas_22073"	"2cd4p9h.7mxsqy"	"2cd4p9h.7mxsqy"	"Avena sativa L. subsp. sativa"	"Avena sativa subsp. sativa"		"Avena sativa subsp. sativa"				
"Campanula glomerata L. subsp. glomerata"	"Vas_22142"	"2cd4p9h.7mxsr1"	"2cd4p9h.7mxsr1"	"Campanula glomerata L. subsp. glomerata"	"Campanula glomerata subsp. glomerata"		"Campanula glomerata subsp. glomerata"				
"Catabrosa aquatica (L.) P.Beauv. subsp. aquatica"	"0920000433.1"	"2cd4p9h.7mxsse"	"2cd4p9h.7mxsse"	"Catabrosa aquatica (L.) P.Beauv. subsp. aquatica"	"Catabrosa aquatica subsp. aquatica"		"Catabrosa aquatica subsp. aquatica"				
"Crepis foetida L. subsp. foetida"	"Vas_22288"	"2cd4p9h.7mxst3"	"2cd4p9h.7mxst3"	"Crepis foetida L. subsp. foetida"	"Crepis foetida subsp. foetida"		"Crepis foetida subsp. foetida"				
"Cyperus longus L. subsp. longus"	"Vas_22307"	"2cd4p9h.7mxstd"	"2cd4p9h.7mxstd"	"Cyperus longus L. subsp. longus"	"Cyperus longus subsp. longus"		"Cyperus longus subsp. longus"				
"Dactylis glomerata L. subsp. glomerata"	"Vas_22310"	"2cd4p9h.7mxstf"	"2cd4p9h.7mxstf"	"Dactylis glomerata L. subsp. glomerata"	"Dactylis glomerata subsp. glomerata"		"Dactylis glomerata subsp. glomerata"				
"Dactylorhiza traunsteineri subsp. lapponica (Laest. ex Hartm.) Soó"	"0920002964"	"2cd4p9h.7mxsz4"	"2cd4p9h.7mxsz4"	"Dactylorhiza traunsteineri subsp. lapponica (Laest. ex Hartm.) Soó"	"Dactylorhiza traunsteineri subsp. lapponica"		"Dactylorhiza traunsteineri subsp. lapponica"				
"Foeniculum vulgare Mill. subsp. vulgare"	"Vas_22469"	"2cd4p9h.7mxszv"	"2cd4p9h.7mxszv"	"Foeniculum vulgare Mill. subsp. vulgare"	"Foeniculum vulgare subsp. vulgare"		"Foeniculum vulgare subsp. vulgare"				
"Galium fleurotii Jord."	"0920002650"	"2cd4p9h.7mxszs"	"2cd4p9h.r1n"	"Galium pumilum subsp. fleurotii (Jord.) P.D.Sell"	"Galium pumilum subsp. fleurotii"		"Galium fleurotii"				
"Galium pumilum Murray subsp. pumilum"	"0920000883.1"	"2cd4p9h.7mxszz"	"2cd4p9h.7mxszz"	"Galium pumilum Murray subsp. pumilum"	"Galium pumilum subsp. pumilum"		"Galium pumilum subsp. pumilum"				
"Kickxia elatine (L.) Dumort. subsp. elatine"	"Vas_22674"	"2cd4p9h.7mxt0t"	"2cd4p9h.7mxt0t"	"Kickxia elatine (L.) Dumort. subsp. elatine"	"Kickxia elatine subsp. elatine"		"Kickxia elatine subsp. elatine"				
"Lathyrus palustris L. subsp. palustris"	"Vas_22699"	"2cd4p9h.7mxt1a"	"2cd4p9h.7mxt1a"	"Lathyrus palustris L. subsp. palustris"	"Lathyrus palustris subsp. palustris"		"Lathyrus palustris subsp. palustris"				
"Phyteuma spicatum L. subsp. spicatum"	"Vas_22957"	"2cd4p9h.7mxt30"	"2cd4p9h.7mxt30"	"Phyteuma spicatum L. subsp. spicatum"	"Phyteuma spicatum subsp. spicatum"		"Phyteuma spicatum subsp. spicatum"				
"Polemonium caeruleum L. subsp. caeruleum"	"Vas_22981"	"2cd4p9h.7mxt3a"	"2cd4p9h.7mxt3a"	"Polemonium caeruleum L. subsp. caeruleum"	"Polemonium caeruleum subsp. caeruleum"		"Polemonium caeruleum subsp. caeruleum"				
"Ranunculus acris L. var. acris"	"0920001642.1"	"2cd4p9h.7mxt3g"	"2cd4p9h.p26"	"Ranunculus acris L. subsp. acris"	"Ranunculus acris subsp. acris"		"Ranunculus acris var. acris"				
"Sambucus racemosa L. var. racemosa"	"0920001816.1"	"2cd4p9h.7mxt3m"	"2cd4p9h.3hx3vt"	"Sambucus racemosa L. subsp. racemosa"	"Sambucus racemosa subsp. racemosa"		"Sambucus racemosa var. racemosa"				
"Solidago virgaurea var. cambrica (Huds.) Sm."	"0920001951.1"	"2cd4p9h.7mxt50"	"2cd4p9h.4gd"	"Solidago virgaurea subsp. minuta (L.) Arcang."	"Solidago virgaurea subsp. minuta"		"Solidago virgaurea var. cambrica"				
"Solidago virgaurea L. var. virgaurea"	"0920001951.2"	"2cd4p9h.7mxt52"	"2cd4p9h.3hx52c"	"Solidago virgaurea L. subsp. virgaurea"	"Solidago virgaurea subsp. virgaurea"		"Solidago virgaurea var. virgaurea"				
"Symphytum tuberosum L. subsp. tuberosum"	"Vas_23323"	"2cd4p9h.7mxt58"	"2cd4p9h.7mxt58"	"Symphytum tuberosum L. subsp. tuberosum"	"Symphytum tuberosum subsp. tuberosum"		"Symphytum tuberosum subsp. tuberosum"				
"Tripleurospermum maritimum subsp. phaeocephalum auct. non (Rupr.) Hämet-Ahti"	"0920001241.4"	"2cd4p9h.7mxt5k"	"2cd4p9h.r4t"	"Tripleurospermum maritimum subsp. nigriceps P.D.Sell"	"Tripleurospermum maritimum subsp. nigriceps"		"Tripleurospermum maritimum subsp. phaeocephalum"				
"Vicia cracca L. subsp. cracca"	"Vas_23433"	"2cd4p9h.7mxt61"	"2cd4p9h.7mxt61"	"Vicia cracca L. subsp. cracca"	"Vicia cracca subsp. cracca"		"Vicia cracca subsp. cracca"				
"Vicia lutea L. subsp. lutea"	"Vas_23435"	"2cd4p9h.7mxt63"	"2cd4p9h.7mxt63"	"Vicia lutea L. subsp. lutea"	"Vicia lutea subsp. lutea"		"Vicia lutea subsp. lutea"				
"Asperula occidentalis Rouy"	"0920002634"	"2cd4p9h.7mxt8t"	"2cd4p9h.7mm00n"	"Asperula cynanchica subsp. cynanchica var. densiflora Gren. & Godr."	"Asperula cynanchica subsp. cynanchica var. densiflora"		"Asperula occidentalis"				
"Asperula cynanchica subsp. occidentalis (Rouy) Stace"	"0920002634"	"2cd4p9h.7mxt8t"	"2cd4p9h.ctp"	"Asperula cynanchica subsp. cynanchica var. densiflora Gren. & Godr."	"Asperula cynanchica subsp. cynanchica var. densiflora"		"Asperula cynanchica subsp. occidentalis"				
"Centaurea nigra var. nemoralis (Jordan) Gremli"	"0920000444.1"	"2cd4p9h.7mxtba"	"2cd4p9h.8g6"	"Centaurea debeauxii subsp. nemoralis (Jord.) Dostál var. nemoralis"	"Centaurea debeauxii subsp. nemoralis var. nemoralis"		"Centaurea nigra var. nemoralis"				
"Juncus effusus var. suberectus D.M.Hend."	"0920001067.2"	"2cd4p9h.7mxtgw"	"2cd4p9h.7mxtgw"	"Juncus effusus var. suberectus D.M.Hend."	"Juncus effusus var. suberectus"		"Juncus effusus var. suberectus"				
"Puccinellia pseudodistans (Crép.) Jansen & Wacht."	"0920001621"	"2cd4p9h.7mxtvt"	"2cd4p9h.7mm4hg"	"Puccinellia fasciculata var. pseudodistans (Crép.) P.D.Sell"	"Puccinellia fasciculata var. pseudodistans"		"Puccinellia pseudodistans"				
"Romulea rosea var. australis (Ewart) M.P.de Vos"	"Vas_23076"	"2cd4p9h.7mxtw6"	"2cd4p9h.7mxtw6"	"Romulea rosea var. australis (Ewart) M.P.de Vos"	"Romulea rosea var. australis"		"Romulea rosea var. australis"				
"Leontodon autumnalis var. salina (Aspegren) Lange"	"0920001129.3"	"2cd4p9h.7mxtwq"	"2cd4p9h.feg"	"Scorzoneroides autumnalis var. salina (Aspegren) P.D.Sell"	"Scorzoneroides autumnalis var. salina"		"Leontodon autumnalis var. salina"				
"Senecio vulgaris subsp. vulgaris var. hibernicus Syme"	"0920001905.9"	"2cd4p9h.7mxtkr"	"2cd4p9h.7mxtkr"	"Senecio vulgaris subsp. vulgaris var. hibernicus Syme"	"Senecio vulgaris subsp. vulgaris var. hibernicus"		"Senecio vulgaris subsp. vulgaris var. hibernicus"				
"Senecio vulgaris var. hibernicus Syme"	"0920001905.9"	"2cd4p9h.7mxtkr"	"2cd4p9h.m3q"	"Senecio vulgaris subsp. vulgaris var. hibernicus Syme"	"Senecio vulgaris subsp. vulgaris var. hibernicus"		"Senecio vulgaris var. hibernicus"				
"Senecio vulgaris L. subsp. vulgaris var. vulgaris"	"0920001905.2"	"2cd4p9h.7mxtkt"	"2cd4p9h.7mxtkt"	"Senecio vulgaris L. subsp. vulgaris var. vulgaris"	"Senecio vulgaris subsp. vulgaris var. vulgaris"		"Senecio vulgaris subsp. vulgaris var. vulgaris"				
"Senecio vulgaris L. var. vulgaris"	"0920001905.2"	"2cd4p9h.7mxtkt"	"2cd4p9h.cks"	"Senecio vulgaris L. subsp. vulgaris var. vulgaris"	"Senecio vulgaris subsp. vulgaris var. vulgaris"		"Senecio vulgaris var. vulgaris"				
"Zostera hornemanniana Tutin"	"0920002238"	"2cd4p9h.7mxtn2"	"2cd4p9h.7mm6fy"	"Zostera marina var. stenophylla Asch. & Graebn."	"Zostera marina var. stenophylla"		"Zostera hornemanniana"				
"Zostera angustifolia Rchb."	"0920002238"	"2cd4p9h.7mxtn2"	"2cd4p9h.w6h"	"Zostera marina var. stenophylla Asch. & Graebn."	"Zostera marina var. stenophylla"		"Zostera angustifolia"				
"Sambucus nigra var. laciniata L."	"0920001815.1"	"2cd4p9h.7mxtpq"	"2cd4p9h.hyw"	"Sambucus nigra f. laciniata (L.) Zabel"	"Sambucus nigra f. laciniata"		"Sambucus nigra var. laciniata"				
"Sambucus nigra L. var. nigra"	"0920001815.2"	"2cd4p9h.7mxtpz"	"2cd4p9h.3hx3vw"	"Sambucus nigra L. f. nigra"	"Sambucus nigra f. nigra"		"Sambucus nigra var. nigra"				
"Sambucus nigra var. viridis Weston"	"0920001815.3"	"2cd4p9h.7mxtq3"	"2cd4p9h.r0r"	"Sambucus nigra f. viridis (Weston) Schwer."	"Sambucus nigra f. viridis"		"Sambucus nigra var. viridis"				
"Apium inundatum (L.) Rchb.f."	"0920000135"	"2cd4p9h.7mxz2m"	"2cd4p9h.f0r"	"Helosciadium inundatum (L.) W.D.J.Koch"	"Helosciadium inundatum"		"Apium inundatum"				
"Reynoutria Houtt."	"0920004914"	"2cd4p9h.7mxz66"	"2cd4p9h.7mxz66"	"Reynoutria Houtt."	"Reynoutria"		"Reynoutria"				
"Aster tripolium L."	"0920000204"	"2cd4p9h.7mxz8c"	"2cd4p9h.4yh"	"Tripolium pannonicum (Jacq.) Dobrocz."	"Tripolium pannonicum"		"Aster tripolium"				
"Rubus subsect. Hiemales E.H.L.Krause"	"0920007693"	"2cd4p9h.7mxzay"	"2cd4p9h.7mxs1h"	"Rubus sect. Glandulosus Wimm. & Grab."	"Rubus sect. Glandulosus"		"Rubus subsect. Hiemales"				
"Rubus sect. Glandulosus Wimm. & Grab."	"0920007693"	"2cd4p9h.7mxzay"	"2cd4p9h.7mxzay"	"Rubus sect. Glandulosus Wimm. & Grab."	"Rubus sect. Glandulosus"		"Rubus sect. Glandulosus"				
"Buglossoides purpureocaerulea (L.) I.M.Johnst."	"0920000279"	"2cd4p9h.7mxzf3"	"2cd4p9h.7mm0gh"	"Aegonychon purpureocaeruleum (L.) Holub"	"Aegonychon purpureocaeruleum"		"Buglossoides purpureocaerulea"				
"Lithospermum purpureocaeruleum L."	"0920000279"	"2cd4p9h.7mxzf3"	"2cd4p9h.bnb"	"Aegonychon purpureocaeruleum (L.) Holub"	"Aegonychon purpureocaeruleum"		"Lithospermum purpureocaeruleum"				
"Allium siculum Ucria"	"0920005388"	"2cd4p9h.7mxzkc"	"2cd4p9h.7mxzkc"	"Allium siculum Ucria"	"Allium siculum"		"Allium siculum"				
"Nectaroscordum siculum (Ucria) Lindl."	"0920005388"	"2cd4p9h.7mxzkc"	"2cd4p9h.aef"	"Allium siculum Ucria"	"Allium siculum"		"Nectaroscordum siculum"				
"Helictotrichon neesii (Steud.) Stace"	"0920009175"	"2cd4p9h.7mxznw"	"2cd4p9h.b0m"	"Amphibromus neesii Steud."	"Amphibromus neesii"		"Helictotrichon neesii"				
"Amphibromus neesii Steud."	"0920009175"	"2cd4p9h.7mxznw"	"2cd4p9h.7mxznw"	"Amphibromus neesii Steud."	"Amphibromus neesii"		"Amphibromus neesii"				
"Orchis palustris Jacq."	"0920007732"	"2cd4p9h.7mxzy0"	"2cd4p9h.3hksmt"	"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase"	"Anacamptis palustris"		"Orchis palustris"				
"Artemisia maritima L."	"0920000172"	"2cd4p9h.7mxztr"	"2cd4p9h.7mxztr"	"Artemisia maritima L."	"Artemisia maritima"		"Artemisia maritima"				
"Seriphidium maritimum (L.) Poljakow"	"0920000172"	"2cd4p9h.7mxztr"	"2cd4p9h.ycy"	"Artemisia maritima L."	"Artemisia maritima"		"Seriphidium maritimum"				
"Asplenium trichomanes x Phyllitis scolopendrium = X Asplenophyllitis confluens (T.Moore ex E.J.Lowe) Alston"	"0910002579"	"2cd4p9h.7mm03c"	"2cd4p9h.cx"	"Asplenium scolopendrium x trichomanes = A. x confluens (T.Moore ex E.J.Lowe) Lawalrée"	"Asplenium scolopendrium x trichomanes = A. x confluens"		"Asplenium trichomanes x Phyllitis scolopendrium = X Asplenophyllitis confluens"				
"Asplenium scolopendrium x trichomanes = A. x confluens (T.Moore ex E.J.Lowe) Lawalrée"	"0910002579"	"2cd4p9h.7mm03c"	"2cd4p9h.7mm03c"	"Asplenium scolopendrium x trichomanes = A. x confluens (T.Moore ex E.J.Lowe) Lawalrée"	"Asplenium scolopendrium x trichomanes = A. x confluens"		"Asplenium scolopendrium x trichomanes = A. x confluens"				
"Asplenium adiantum-nigrum x Phyllitis scolopendrium = X Asplenophyllitis jacksonii Alston"	"0910002580"	"2cd4p9h.7mm03g"	"2cd4p9h.x7n"	"Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii (Alston) Lawalrée"	"Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii"		"Asplenium adiantum-nigrum x Phyllitis scolopendrium = X Asplenophyllitis jacksonii"				
"Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii (Alston) Lawalrée"	"0910002580"	"2cd4p9h.7mm03g"	"2cd4p9h.7mm03g"	"Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii (Alston) Lawalrée"	"Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii"		"Asplenium scolopendrium x adiantum-nigrum = A. x jacksonii"				
"Asplenium obovatum x Phyllitis scolopendrium = X Asplenophyllitis microdon (T.Moore) Alston"	"0910002581"	"2cd4p9h.7mm03v"	"2cd4p9h.etb"	"Asplenium scolopendrium x obovatum = A. x microdon (T.Moore) Lovis & Vida"	"Asplenium scolopendrium x obovatum = A. x microdon"		"Asplenium obovatum x Phyllitis scolopendrium = X Asplenophyllitis microdon"				
"Asplenium scolopendrium x obovatum = A. x microdon (T.Moore) Lovis & Vida"	"0910002581"	"2cd4p9h.7mm03v"	"2cd4p9h.7mm03v"	"Asplenium scolopendrium x obovatum = A. x microdon (T.Moore) Lovis & Vida"	"Asplenium scolopendrium x obovatum = A. x microdon"		"Asplenium scolopendrium x obovatum = A. x microdon"				
"Aurinia saxatilis (L.) Desv."	"0920004357"	"2cd4p9h.7mm083"	"2cd4p9h.7mm083"	"Aurinia saxatilis (L.) Desv."	"Aurinia saxatilis"		"Aurinia saxatilis"				
"Alyssum saxatile L."	"0920004357"	"2cd4p9h.7mm083"	"2cd4p9h.q16"	"Aurinia saxatilis (L.) Desv."	"Aurinia saxatilis"		"Alyssum saxatile"				
"Polygonum amplexicaule D.Don"	"0920002246"	"2cd4p9h.7mm0b6"	"2cd4p9h.7mm45k"	"Bistorta amplexicaulis (D.Don) Greene"	"Bistorta amplexicaulis"		"Polygonum amplexicaule"				
"Persicaria amplexicaulis (D.Don) Ronse Decr."	"0920002246"	"2cd4p9h.7mm0b6"	"2cd4p9h.g0b"	"Bistorta amplexicaulis (D.Don) Greene"	"Bistorta amplexicaulis"		"Persicaria amplexicaulis"				
"Polygonum bistorta L."	"0920001525"	"2cd4p9h.7mm0ba"	"2cd4p9h.7mm45q"	"Bistorta officinalis Delarbre"	"Bistorta officinalis"		"Polygonum bistorta"				
"Persicaria bistorta (L.) Samp."	"0920001525"	"2cd4p9h.7mm0ba"	"2cd4p9h.fkm"	"Bistorta officinalis Delarbre"	"Bistorta officinalis"		"Persicaria bistorta"				
"Polygonum viviparum L."	"0920001543"	"2cd4p9h.7mm0bc"	"2cd4p9h.7mm47y"	"Bistorta vivipara (L.) Delarbre"	"Bistorta vivipara"		"Polygonum viviparum"				
"Persicaria vivipara (L.) Ronse Decr."	"0920001543"	"2cd4p9h.7mm0bc"	"2cd4p9h.fks"	"Bistorta vivipara (L.) Delarbre"	"Bistorta vivipara"		"Persicaria vivipara"				
"Blitum capitatum L."	"0920000486"	"2cd4p9h.7mm0bz"	"2cd4p9h.7mm0bz"	"Blitum capitatum L."	"Blitum capitatum"		"Blitum capitatum"				
"Chenopodium capitatum (L.) Ambrosi"	"0920000486"	"2cd4p9h.7mm0bz"	"2cd4p9h.vbg"	"Blitum capitatum L."	"Blitum capitatum"		"Chenopodium capitatum"				
"Botrychium matricariifolium auct., non (A.Braun) W.D.J.Koch *"	"Vas_22102"	"2cd4p9h.7mm0cd"	"2cd4p9h.7mm0cd"	"Botrychium matricariifolium auct., non (A.Braun) W.D.J.Koch"	"Botrychium matricariifolium"		"Botrychium matricariifolium"				
"Bromus brevis Nees ex Steud."	"0920003095"	"2cd4p9h.7mm0eb"	"2cd4p9h.7mm0eb"	"Bromus brevis Nees ex Steud."	"Bromus brevis"		"Bromus brevis"				
"Buglossoides arvensis (L.) I.M.Johnst."	"0920000278"	"2cd4p9h.7mm0gf"	"2cd4p9h.7mm0gf"	"Buglossoides arvensis (L.) I.M.Johnst."	"Buglossoides arvensis"		"Buglossoides arvensis"				
"Lithospermum arvense L."	"0920000278"	"2cd4p9h.7mm0gf"	"2cd4p9h.8dz"	"Buglossoides arvensis (L.) I.M.Johnst."	"Buglossoides arvensis"		"Lithospermum arvense"				
"Telekia speciosa (Schreb.) Baumg."	"0920004401"	"2cd4p9h.7mm0gp"	"2cd4p9h.k01"	"Buphthalmum speciosum Schreb."	"Buphthalmum speciosum"		"Telekia speciosa"				
"Carex riparia x rostrata = C. x beckmanniana Figert"	"0920009570"	"2cd4p9h.7mm0x0"	"2cd4p9h.7mm0x0"	"Carex riparia x rostrata = C. x beckmanniana Figert"	"Carex riparia x rostrata = C. x beckmanniana"		"Carex riparia x rostrata = C. x beckmanniana"				
"Carex flava x lepidocarpa = C. x pieperiana Junge"	"0920007208"	"2cd4p9h.7mm0xe"	"2cd4p9h.7mm0xe"	"Carex flava x lepidocarpa = C. x pieperiana Junge"	"Carex flava x lepidocarpa = C. x pieperiana"		"Carex flava x lepidocarpa = C. x pieperiana"				
"Carex viridula subsp. oedocarpa (Andersson) B.Schmid"	"0920000361"	"2cd4p9h.7mm0mb"	"2cd4p9h.f3x"	"Carex demissa Hornem."	"Carex demissa"		"Carex viridula subsp. oedocarpa"				
"Carex demissa Hornem."	"0920000361"	"2cd4p9h.7mm0mb"	"2cd4p9h.7mm0mb"	"Carex demissa Hornem."	"Carex demissa"		"Carex demissa"				
"Carex viridula subsp. brachyrrhyncha var. lepidocarpa"	"0920000387.1"	"2cd4p9h.7mm0na"	"2cd4p9h.7nqdf5"	"Carex lepidocarpa Tausch"	"Carex lepidocarpa"		"Carex viridula subsp. brachyrrhyncha var. lepidocarpa"				
"Carex lepidocarpa Tausch"	"0920000387"	"2cd4p9h.7mm0na"	"2cd4p9h.7mm0na"	"Carex lepidocarpa Tausch"	"Carex lepidocarpa"		"Carex lepidocarpa"				
"Carex viridula subsp. brachyrrhyncha (Čelak.) B.Schmid"	"0920000387"	"2cd4p9h.7mm0na"	"2cd4p9h.xed"	"Carex lepidocarpa Tausch"	"Carex lepidocarpa"		"Carex viridula subsp. brachyrrhyncha"				
"Kobresia simpliciuscula (Wahlenb.) Mack."	"0920001085"	"2cd4p9h.7mm0yd"	"2cd4p9h.43k"	"Carex simpliciuscula Wahlenb."	"Carex simpliciuscula"		"Kobresia simpliciuscula"				
"Centaurium portense (Brot.) Butcher"	"0920000452"	"2cd4p9h.7mm0qd"	"2cd4p9h.7mm0qd"	"Centaurium portense (Brot.) Butcher"	"Centaurium portense"		"Centaurium portense"				
"Centaurium scilloides auct. non (L.f.) Samp."	"0920000452"	"2cd4p9h.7mm0qd"	"2cd4p9h.bqb"	"Centaurium portense (Brot.) Butcher"	"Centaurium portense"		"Centaurium scilloides"				
"Chenopodium pratericola Rydb."	"0920000494"	"2cd4p9h.7mm10z"	"2cd4p9h.7mm10z"	"Chenopodium pratericola Rydb."	"Chenopodium pratericola"		"Chenopodium pratericola"				
"Chenopodium desiccatum auct. non A.Nelson"	"0920000494"	"2cd4p9h.7mm10z"	"2cd4p9h.8gy"	"Chenopodium pratericola Rydb."	"Chenopodium pratericola"		"Chenopodium desiccatum"				
"Cherleria sedoides L."	"0920000501"	"2cd4p9h.7mm119"	"2cd4p9h.7mm119"	"Cherleria sedoides L."	"Cherleria sedoides"		"Cherleria sedoides"				
"Minuartia sedoides (L.) Hiern"	"0920000501"	"2cd4p9h.7mm119"	"2cd4p9h.f5d"	"Cherleria sedoides L."	"Cherleria sedoides"		"Minuartia sedoides"				
"X Cupressocyparis leylandii (A.B.Jacks. & Dallim.) Dallim."	"0920002967"	"2cd4p9h.7mm193"	"2cd4p9h.84xm11"	"Cupressus macrocarpa x nootkatensis = C. x leylandii A.B.Jacks. & Dallim."	"Cupressus macrocarpa x nootkatensis = C. x leylandii"		"X Cupressocyparis leylandii"				
"Cupressus macrocarpa x Xanthocyparis nootkatensis = X Cuprocyparis leylandii (A.B.Jacks. & Dallim.) Farjon"	"Vas_22302"	"2cd4p9h.7mm193"	"2cd4p9h.83ne0m"	"Cupressus macrocarpa x nootkatensis = C. x leylandii A.B.Jacks. & Dallim."	"Cupressus macrocarpa x nootkatensis = C. x leylandii"		"Cupressus macrocarpa x Xanthocyparis nootkatensis = X Cuprocyparis leylandii"				
"Chamaecyparis lawsoniana (A.Murray bis) Parl."	"0920002398"	"2cd4p9h.7mm197"	"2cd4p9h.5te"	"Cupressus lawsoniana A.Murray bis"	"Cupressus lawsoniana"		"Chamaecyparis lawsoniana"				
"Chamaecyparis nootkatensis (D.Don) Spach"	"0920002968"	"2cd4p9h.7mm199"	"2cd4p9h.7hz3t1"	"Cupressus nootkatensis D.Don"	"Cupressus nootkatensis"		"Chamaecyparis nootkatensis"				
"Xanthocyparis nootkatensis (D.Don) Farjon & D.K.Harder"	"0920002968"	"2cd4p9h.7mm199"	"2cd4p9h.2h8"	"Cupressus nootkatensis D.Don"	"Cupressus nootkatensis"		"Xanthocyparis nootkatensis"				
"Coeloglossum viride (L.) Hartm."	"0920000537"	"2cd4p9h.7mm1e8"	"2cd4p9h.8v1"	"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase"	"Dactylorhiza viridis"		"Coeloglossum viride"				
"Diplachne fusca (L.) P.Beauv. ex Roem. & Schult."	"0920003155"	"2cd4p9h.7mm1g8"	"2cd4p9h.7mm1g8"	"Diplachne fusca (L.) P.Beauv. ex Roem. & Schult."	"Diplachne fusca"		"Diplachne fusca"				
"Leptochloa fusca (L.) Kunth"	"0920003155"	"2cd4p9h.7mm1g8"	"2cd4p9h.2wy"	"Diplachne fusca (L.) P.Beauv. ex Roem. & Schult."	"Diplachne fusca"		"Leptochloa fusca"				
"Festuca altissima All."	"0920000812"	"2cd4p9h.7mm1hb"	"2cd4p9h.11d"	"Drymochloa sylvatica (Pollich) Holub"	"Drymochloa sylvatica"		"Festuca altissima"				
"Agropyron x oliveri Druce"	"0920002908"	"2cd4p9h.7mm1x3"	"2cd4p9h.7mxzfn"	"Elymus repens x junceiformis = E. x laxus (Fr.) Melderis & D.C.McClint."	"Elymus repens x junceiformis = E. x laxus"		"Agropyron x oliveri"				
"Elytrigia juncea x repens = E. x laxa (Fr.) Kerguélen"	"0920000030"	"2cd4p9h.7mm1x3"	"2cd4p9h.4m4"	"Elymus repens x junceiformis = E. x laxus (Fr.) Melderis & D.C.McClint."	"Elymus repens x junceiformis = E. x laxus"		"Elytrigia juncea x repens = E. x laxa"				
"Agropyron x laxum (Fr.) Tutin"	"0920000030"	"2cd4p9h.7mm1x3"	"2cd4p9h.7mxzfw"	"Elymus repens x junceiformis = E. x laxus (Fr.) Melderis & D.C.McClint."	"Elymus repens x junceiformis = E. x laxus"		"Agropyron x laxum"				
"Elymus repens x junceiformis = E. x laxus (Fr.) Melderis & D.C.McClint."	"0920000030"	"2cd4p9h.7mm1x3"	"2cd4p9h.7mm1x3"	"Elymus repens x junceiformis = E. x laxus (Fr.) Melderis & D.C.McClint."	"Elymus repens x junceiformis = E. x laxus"		"Elymus repens x junceiformis = E. x laxus"				
"Elytrigia atherica x juncea = E. x acuta (DC.) Tzvelev"	"0920000029"	"2cd4p9h.7mm1x5"	"2cd4p9h.ett"	"Elymus athericus x junceiformis = E. x obtusiusculus (Lange) Melderis & D.C.McClint."	"Elymus athericus x junceiformis = E. x obtusiusculus"		"Elytrigia atherica x juncea = E. x acuta"				
"Agropyron x obtusiusculum Lange"	"0920000029"	"2cd4p9h.7mm1x5"	"2cd4p9h.7mxzfx"	"Elymus athericus x junceiformis = E. x obtusiusculus (Lange) Melderis & D.C.McClint."	"Elymus athericus x junceiformis = E. x obtusiusculus"		"Agropyron x obtusiusculum"				
