"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Orobanche picridis F.W.Schultz"		"2cd4p9h.1vt"	"2cd4p9h.1vt"	"Orobanche picridis F.W.Schultz"	"Orobanche picridis"	
"Orthilia secunda (L.) House"		"2cd4p9h.1w4"	"2cd4p9h.1w4"	"Orthilia secunda (L.) House"	"Orthilia secunda"	
"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."		"2cd4p9h.1wg"	"2cd4p9h.1wg"	"Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh."	"Vaccinium microcarpum"	
"Pedicularis sylvatica subsp. hibernica D.A.Webb"		"2cd4p9h.1k3"	"2cd4p9h.1k3"	"Pedicularis sylvatica subsp. hibernica D.A.Webb"	"Pedicularis sylvatica subsp. hibernica"	
"Petasites albus (L.) Gaertn."		"2cd4p9h.1k9"	"2cd4p9h.1k9"	"Petasites albus (L.) Gaertn."	"Petasites albus"	
"Peucedanum officinale L."		"2cd4p9h.1kf"	"2cd4p9h.1kf"	"Peucedanum officinale L."	"Peucedanum officinale"	
"Phleum phleoides (L.) H.Karst."		"2cd4p9h.1kx"	"2cd4p9h.1kx"	"Phleum phleoides (L.) H.Karst."	"Phleum phleoides"	
"Picea abies (L.) H.Karst."		"2cd4p9h.1kr"	"2cd4p9h.1kr"	"Picea abies (L.) H.Karst."	"Picea abies"	
"Pimpinella saxifraga L."		"2cd4p9h.1x2"	"2cd4p9h.1x2"	"Pimpinella saxifraga L."	"Pimpinella saxifraga"	
"Pinus pinaster Aiton"		"2cd4p9h.1x8"	"2cd4p9h.1x8"	"Pinus pinaster Aiton"	"Pinus pinaster"	
"Plantago lanceolata L."		"2cd4p9h.1xk"	"2cd4p9h.1xk"	"Plantago lanceolata L."	"Plantago lanceolata"	
"Polemonium caeruleum L."		"2cd4p9h.1xq"	"2cd4p9h.1xq"	"Polemonium caeruleum L."	"Polemonium caeruleum"	
"Populus alba x tremula = P. x canescens (Aiton) Sm."		"2cd4p9h.1ma"	"2cd4p9h.1ma"	"Populus alba x tremula = P. x canescens (Aiton) Sm."	"Populus alba x tremula = P. x canescens"	
"Potamogeton lucens L."		"2cd4p9h.1mg"	"2cd4p9h.1mg"	"Potamogeton lucens L."	"Potamogeton lucens"	
"Potamogeton natans L."		"2cd4p9h.1mw"	"2cd4p9h.1mw"	"Potamogeton natans L."	"Potamogeton natans"	
"Potamogeton nodosus Poir."		"2cd4p9h.1mm"	"2cd4p9h.1mm"	"Potamogeton nodosus Poir."	"Potamogeton nodosus"	
"Potamogeton pusillus L."		"2cd4p9h.1mp"	"2cd4p9h.1mp"	"Potamogeton pusillus L."	"Potamogeton pusillus"	
"Potamogeton gramineus x lucens = P. x angustifolius J.Presl"		"2cd4p9h.1ms"	"2cd4p9h.1ms"	"Potamogeton gramineus x lucens = P. x angustifolius J.Presl"	"Potamogeton gramineus x lucens = P. x angustifolius"	
"Potentilla anserina L."		"2cd4p9h.1n3"	"2cd4p9h.1n3"	"Potentilla anserina L."	"Potentilla anserina"	
"Potentilla erecta subsp. strictissima (Zimmeter) A.J.Richards"		"2cd4p9h.1n9"	"2cd4p9h.1n9"	"Potentilla erecta subsp. strictissima (Zimmeter) A.J.Richards"	"Potentilla erecta subsp. strictissima"	
"Primula elatior x veris = P. x media Peterm."		"2cd4p9h.1nf"	"2cd4p9h.1nf"	"Primula elatior x veris = P. x media Peterm."	"Primula elatior x veris = P. x media"	
"Pulicaria dysenterica (L.) Bernh."		"2cd4p9h.1nx"	"2cd4p9h.1nx"	"Pulicaria dysenterica (L.) Bernh."	"Pulicaria dysenterica"	
"Pulmonaria longifolia (Bastard) Boreau"		"2cd4p9h.1nr"	"2cd4p9h.1nr"	"Pulmonaria longifolia (Bastard) Boreau"	"Pulmonaria longifolia"	
"Quercus petraea x robur = Q. x rosacea Bechst."		"2cd4p9h.1y2"	"2cd4p9h.1y2"	"Quercus petraea x robur = Q. x rosacea Bechst."	"Quercus petraea x robur = Q. x rosacea"	
"Quercus robur L."		"2cd4p9h.1y5"	"2cd4p9h.1y5"	"Quercus robur L."	"Quercus robur"	
"Ranunculus flammula subsp. scoticus (E.S.Marshall) A.R.Clapham"		"2cd4p9h.1yq"	"2cd4p9h.1yq"	"Ranunculus flammula subsp. scoticus (E.S.Marshall) A.R.Clapham"	"Ranunculus flammula subsp. scoticus"	
"Ranunculus hederaceus L."		"2cd4p9h.1yt"	"2cd4p9h.1yt"	"Ranunculus hederaceus L."	"Ranunculus hederaceus"	
"Ranunculus omiophyllus Ten."		"2cd4p9h.1p1"	"2cd4p9h.1p1"	"Ranunculus omiophyllus Ten."	"Ranunculus omiophyllus"	
"Ranunculus lingua L."		"2cd4p9h.1p4"	"2cd4p9h.1p4"	"Ranunculus lingua L."	"Ranunculus lingua"	
"Reseda lutea L."		"2cd4p9h.1ps"	"2cd4p9h.1ps"	"Reseda lutea L."	"Reseda lutea"	
"Coincya wrightii (O.E.Schulz) Stace"		"2cd4p9h.1q3"	"2cd4p9h.1q3"	"Coincya wrightii (O.E.Schulz) Stace"	"Coincya wrightii"	
"Romulea columnae Sebast. & Mauri"		"2cd4p9h.1qf"	"2cd4p9h.1qf"	"Romulea columnae Sebast. & Mauri"	"Romulea columnae"	
"Rorippa amphibia (L.) Besser"		"2cd4p9h.1qx"	"2cd4p9h.1qx"	"Rorippa amphibia (L.) Besser"	"Rorippa amphibia"	
"Rosa agrestis Savi"		"2cd4p9h.1qr"	"2cd4p9h.1qr"	"Rosa agrestis Savi"	"Rosa agrestis"	
"Rosa canina L. s.s."		"2cd4p9h.1qz"	"2cd4p9h.1qz"	"Rosa canina L. s.s."	"Rosa canina"	"s.s."
"Rumex acetosa L."		"2cd4p9h.1rh"	"2cd4p9h.1rh"	"Rumex acetosa L."	"Rumex acetosa"	
"Rumex rupestris Le Gall"		"2cd4p9h.1rn"	"2cd4p9h.1rn"	"Rumex rupestris Le Gall"	"Rumex rupestris"	
"Salicornia dolichostachya Moss"		"2cd4p9h.1rt"	"2cd4p9h.1rt"	"Salicornia dolichostachya Moss"	"Salicornia dolichostachya"	
"Salix alba L."		"2cd4p9h.1sa"	"2cd4p9h.1sa"	"Salix alba L."	"Salix alba"	
"Salix alba var. caerulea (Sm.) Dumort."		"2cd4p9h.1sg"	"2cd4p9h.1sg"	"Salix alba var. caerulea (Sm.) Dumort."	"Salix alba var. caerulea"	
"Salix cinerea subsp. oleifolia Macreight"		"2cd4p9h.1sm"	"2cd4p9h.1sm"	"Salix cinerea subsp. oleifolia Macreight"	"Salix cinerea subsp. oleifolia"	
"Salix aurita L. s.s."		"2cd4p9h.1sp"	"2cd4p9h.1sp"	"Salix aurita L. s.s."	"Salix aurita"	"s.s."
"Salix caprea L."		"2cd4p9h.1ss"	"2cd4p9h.1ss"	"Salix caprea L."	"Salix caprea"	
"Salix cinerea L."		"2cd4p9h.1t0"	"2cd4p9h.1t0"	"Salix cinerea L."	"Salix cinerea"	
"Salix daphnoides Vill."		"2cd4p9h.1t3"	"2cd4p9h.1t3"	"Salix daphnoides Vill."	"Salix daphnoides"	
"Salix repens L."		"2cd4p9h.1tf"	"2cd4p9h.1tf"	"Salix repens L."	"Salix repens"	
"Salix repens var. fusca Wimmer & Grab."		"2cd4p9h.1tx"	"2cd4p9h.1tx"	"Salix repens var. fusca Wimmer & Grab."	"Salix repens var. fusca"	
"Sambucus racemosa L."		"2cd4p9h.1z5"	"2cd4p9h.1z5"	"Sambucus racemosa L."	"Sambucus racemosa"	
"Saxifraga oppositifolia L."		"2cd4p9h.1zb"	"2cd4p9h.1zb"	"Saxifraga oppositifolia L."	"Saxifraga oppositifolia"	
"Schoenoplectus lacustris (L.) Palla"		"2cd4p9h.1zk"	"2cd4p9h.1zk"	"Schoenoplectus lacustris (L.) Palla"	"Schoenoplectus lacustris"	
"Scirpus sylvaticus L."		"2cd4p9h.201"	"2cd4p9h.201"	"Scirpus sylvaticus L."	"Scirpus sylvaticus"	
"Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens"		"2cd4p9h.20a"	"2cd4p9h.20a"	"Scleranthus annuus subsp. polycarpos (L.) Bonnier & Layens"	"Scleranthus annuus subsp. polycarpos"	
"Tephroseris palustris (L.) Fourr."		"2cd4p9h.20g"	"2cd4p9h.20g"	"Tephroseris palustris (L.) Fourr."	"Tephroseris palustris"	
"Serratula tinctoria L."		"2cd4p9h.20m"	"2cd4p9h.20m"	"Serratula tinctoria L."	"Serratula tinctoria"	
"Sesleria caerulea (L.) Ard."		"2cd4p9h.20s"	"2cd4p9h.20s"	"Sesleria caerulea (L.) Ard."	"Sesleria caerulea"	
"Silene gallica L."		"2cd4p9h.213"	"2cd4p9h.213"	"Silene gallica L."	"Silene gallica"	
"Silene conica L."		"2cd4p9h.216"	"2cd4p9h.216"	"Silene conica L."	"Silene conica"	
"Sinapis alba L. subsp. alba"		"2cd4p9h.21f"	"2cd4p9h.21f"	"Sinapis alba L. subsp. alba"	"Sinapis alba subsp. alba"	
"Sisyrinchium californicum (Ker Gawl.) W.T.Aiton"		"2cd4p9h.21x"	"2cd4p9h.21x"	"Sisyrinchium californicum (Ker Gawl.) W.T.Aiton"	"Sisyrinchium californicum"	
"Smyrnium olusatrum L."		"2cd4p9h.21r"	"2cd4p9h.21r"	"Smyrnium olusatrum L."	"Smyrnium olusatrum"	
"Sonchus oleraceus L."		"2cd4p9h.222"	"2cd4p9h.222"	"Sonchus oleraceus L."	"Sonchus oleraceus"	
"Sorbus bristoliensis Wilmott"		"2cd4p9h.228"	"2cd4p9h.228"	"Sorbus bristoliensis Wilmott"	"Sorbus bristoliensis"	
"Sorbus hibernica E.F.Warb."		"2cd4p9h.22e"	"2cd4p9h.22e"	"Sorbus hibernica E.F.Warb."	"Sorbus hibernica"	
"Sorbus intermedia (Ehrh.) Pers. s.s."		"2cd4p9h.22h"	"2cd4p9h.22h"	"Sorbus intermedia (Ehrh.) Pers. s.s."	"Sorbus intermedia"	"s.s."
"Sorbus leptophylla E.F.Warb."		"2cd4p9h.22k"	"2cd4p9h.22k"	"Sorbus leptophylla E.F.Warb."	"Sorbus leptophylla"	
"Sparganium emersum Rehmann"		"2cd4p9h.22q"	"2cd4p9h.22q"	"Sparganium emersum Rehmann"	"Sparganium emersum"	
"Stachys sylvatica L."		"2cd4p9h.231"	"2cd4p9h.231"	"Stachys sylvatica L."	"Stachys sylvatica"	
"Stellaria graminea L."		"2cd4p9h.237"	"2cd4p9h.237"	"Stellaria graminea L."	"Stellaria graminea"	
"Stellaria nemorum subsp. montana (Pierrat) Berher"		"2cd4p9h.23d"	"2cd4p9h.23d"	"Stellaria nemorum subsp. montana (Pierrat) Berher"	"Stellaria nemorum subsp. montana"	
"Succisa pratensis Moench"		"2cd4p9h.23w"	"2cd4p9h.23w"	"Succisa pratensis Moench"	"Succisa pratensis"	
"Symphytum asperum Lepech."		"2cd4p9h.23p"	"2cd4p9h.23p"	"Symphytum asperum Lepech."	"Symphytum asperum"	
"Teesdalia nudicaulis (L.) W.T.Aiton"		"2cd4p9h.240"	"2cd4p9h.240"	"Teesdalia nudicaulis (L.) W.T.Aiton"	"Teesdalia nudicaulis"	
"Teucrium scorodonia L."		"2cd4p9h.246"	"2cd4p9h.246"	"Teucrium scorodonia L."	"Teucrium scorodonia"	
"Tofieldia pusilla (Michx.) Pers."		"2cd4p9h.24c"	"2cd4p9h.24c"	"Tofieldia pusilla (Michx.) Pers."	"Tofieldia pusilla"	
"Trifolium incarnatum subsp. molinerii (Balb. ex Hornem.) Ces."		"2cd4p9h.24x"	"2cd4p9h.24x"	"Trifolium incarnatum subsp. molinerii (Balb. ex Hornem.) Ces."	"Trifolium incarnatum subsp. molinerii"	
"Trifolium ochroleucon Huds."		"2cd4p9h.24y"	"2cd4p9h.24y"	"Trifolium ochroleucon Huds."	"Trifolium ochroleucon"	
"Trifolium suffocatum L."		"2cd4p9h.24r"	"2cd4p9h.24r"	"Trifolium suffocatum L."	"Trifolium suffocatum"	
"Trisetum flavescens (L.) P.Beauv."		"2cd4p9h.252"	"2cd4p9h.252"	"Trisetum flavescens (L.) P.Beauv."	"Trisetum flavescens"	
"Tussilago farfara L."		"2cd4p9h.258"	"2cd4p9h.258"	"Tussilago farfara L."	"Tussilago farfara"	
"Typha angustifolia L."		"2cd4p9h.25e"	"2cd4p9h.25e"	"Typha angustifolia L."	"Typha angustifolia"	
"Ulex minor Roth"		"2cd4p9h.25k"	"2cd4p9h.25k"	"Ulex minor Roth"	"Ulex minor"	
"Ulmus glabra Huds."		"2cd4p9h.25t"	"2cd4p9h.25t"	"Ulmus glabra Huds."	"Ulmus glabra"	
"Ulmus procera Salisb."		"2cd4p9h.261"	"2cd4p9h.261"	"Ulmus procera Salisb."	"Ulmus procera"	
"Umbilicus rupestris (Salisb.) Dandy"		"2cd4p9h.267"	"2cd4p9h.267"	"Umbilicus rupestris (Salisb.) Dandy"	"Umbilicus rupestris"	
"Vaccinium myrtillus x vitis-idaea = V. x intermedium Ruthe"		"2cd4p9h.26a"	"2cd4p9h.26a"	"Vaccinium myrtillus x vitis-idaea = V. x intermedium Ruthe"	"Vaccinium myrtillus x vitis-idaea = V. x intermedium"	
"Vaccinium vitis-idaea L."		"2cd4p9h.26d"	"2cd4p9h.26d"	"Vaccinium vitis-idaea L."	"Vaccinium vitis-idaea"	
"Valeriana pyrenaica L."		"2cd4p9h.26w"	"2cd4p9h.26w"	"Valeriana pyrenaica L."	"Valeriana pyrenaica"	
"Valerianella locusta (L.) Laterr."		"2cd4p9h.26p"	"2cd4p9h.26p"	"Valerianella locusta (L.) Laterr."	"Valerianella locusta"	
"Verbascum phoeniceum L."		"2cd4p9h.270"	"2cd4p9h.270"	"Verbascum phoeniceum L."	"Verbascum phoeniceum"	
"Verbascum densiflorum Bertol."		"2cd4p9h.273"	"2cd4p9h.273"	"Verbascum densiflorum Bertol."	"Verbascum densiflorum"	
"Veronica anagallis-aquatica x catenata = V. x lackschewitzii J.B.Keller"		"2cd4p9h.279"	"2cd4p9h.279"	"Veronica anagallis-aquatica x catenata = V. x lackschewitzii J.B.Keller"	"Veronica anagallis-aquatica x catenata = V. x lackschewitzii"	
"Veronica arvensis L."		"2cd4p9h.27c"	"2cd4p9h.27c"	"Veronica arvensis L."	"Veronica arvensis"	
"Veronica filiformis Sm."		"2cd4p9h.27f"	"2cd4p9h.27f"	"Veronica filiformis Sm."	"Veronica filiformis"	
"Veronica hederifolia subsp. lucorum (Klett & Richt.) Hartl"		"2cd4p9h.27x"	"2cd4p9h.27x"	"Veronica hederifolia subsp. lucorum (Klett & Richt.) Hartl"	"Veronica hederifolia subsp. lucorum"	
"Vicia sepium L."		"2cd4p9h.27z"	"2cd4p9h.27z"	"Vicia sepium L."	"Vicia sepium"	
"Zostera noltei Hornem."		"2cd4p9h.28e"	"2cd4p9h.28e"	"Zostera noltei Hornem."	"Zostera noltei"	
"Betula pendula x pubescens = B. x aurata Borkh."		"2cd4p9h.28k"	"2cd4p9h.28k"	"Betula pendula x pubescens = B. x aurata Borkh."	"Betula pendula x pubescens = B. x aurata"	
"Salix aurita x caprea = S. x capreola Jos. Kern. ex Andersson"		"2cd4p9h.28n"	"2cd4p9h.28n"	"Salix aurita x caprea = S. x capreola Jos. Kern. ex Andersson"	"Salix aurita x caprea = S. x capreola"	
"Salix aurita x purpurea = S. x dichroa Döll"		"2cd4p9h.28q"	"2cd4p9h.28q"	"Salix aurita x purpurea = S. x dichroa Döll"	"Salix aurita x purpurea = S. x dichroa"	
"Salix cinerea x phylicifolia = S. x laurina Sm."		"2cd4p9h.28t"	"2cd4p9h.28t"	"Salix cinerea x phylicifolia = S. x laurina Sm."	"Salix cinerea x phylicifolia = S. x laurina"	
"Salix aurita x herbacea = S. x margarita F.B.White"		"2cd4p9h.291"	"2cd4p9h.291"	"Salix aurita x herbacea = S. x margarita F.B.White"	"Salix aurita x herbacea = S. x margarita"	
"Salix purpurea x viminalis = S. x rubra Huds."		"2cd4p9h.294"	"2cd4p9h.294"	"Salix purpurea x viminalis = S. x rubra Huds."	"Salix purpurea x viminalis = S. x rubra"	
"Oscularia deltoides (L.) Schwantes"		"2cd4p9h.29a"	"2cd4p9h.29a"	"Oscularia deltoides (L.) Schwantes"	"Oscularia deltoides"	
"Ruschia caroli (L.Bolus) Schwantes"		"2cd4p9h.29g"	"2cd4p9h.29g"	"Ruschia caroli (L.Bolus) Schwantes"	"Ruschia caroli"	
"Pinus strobus L."		"2cd4p9h.29w"	"2cd4p9h.29w"	"Pinus strobus L."	"Pinus strobus"	
"Rumex longifolius x obtusifolius = R. x hybridus Kindb."		"2cd4p9h.29m"	"2cd4p9h.29m"	"Rumex longifolius x obtusifolius = R. x hybridus Kindb."	"Rumex longifolius x obtusifolius = R. x hybridus"	
"Rumex obtusifolius x patientia = R. x erubescens Simonk."		"2cd4p9h.29p"	"2cd4p9h.29p"	"Rumex obtusifolius x patientia = R. x erubescens Simonk."	"Rumex obtusifolius x patientia = R. x erubescens"	
"Rumex obtusifolius x pulcher = R. x ogulinensis Borbás"		"2cd4p9h.29s"	"2cd4p9h.29s"	"Rumex obtusifolius x pulcher = R. x ogulinensis Borbás"	"Rumex obtusifolius x pulcher = R. x ogulinensis"	
"Rumex obtusifolius x palustris = R. x steinii Becker"		"2cd4p9h.2a0"	"2cd4p9h.2a0"	"Rumex obtusifolius x palustris = R. x steinii Becker"	"Rumex obtusifolius x palustris = R. x steinii"	
"Potamogeton acutifolius x friesii = P. x pseudofriesii Dandy & G.Taylor"		"2cd4p9h.2a3"	"2cd4p9h.2a3"	"Potamogeton acutifolius x friesii = P. x pseudofriesii Dandy & G.Taylor"	"Potamogeton acutifolius x friesii = P. x pseudofriesii"	
"Potamogeton crispus x praelongus = P. x undulatus Wolfg."		"2cd4p9h.2a6"	"2cd4p9h.2a6"	"Potamogeton crispus x praelongus = P. x undulatus Wolfg."	"Potamogeton crispus x praelongus = P. x undulatus"	
"Oxalis debilis var. corymbosa (DC.) Lourteig"		"2cd4p9h.2af"	"2cd4p9h.2af"	"Oxalis debilis var. corymbosa (DC.) Lourteig"	"Oxalis debilis var. corymbosa"	
"Limonium britannicum subsp. transcanalis Ingr."		"2cd4p9h.2ax"	"2cd4p9h.2ax"	"Limonium britannicum subsp. transcanalis Ingr."	"Limonium britannicum subsp. transcanalis"	
"Limonium britannicum subsp. celticum Ingr."		"2cd4p9h.2ay"	"2cd4p9h.2ay"	"Limonium britannicum subsp. celticum Ingr."	"Limonium britannicum subsp. celticum"	
"Solanum americanum Mill."		"2cd4p9h.2az"	"2cd4p9h.2az"	"Solanum americanum Mill."	"Solanum americanum"	
"Solanum scabrum Mill."		"2cd4p9h.2b2"	"2cd4p9h.2b2"	"Solanum scabrum Mill."	"Solanum scabrum"	
"Carex elata x nigra = C. x turfosa Fr."		"2cd4p9h.2bh"	"2cd4p9h.2bh"	"Carex elata x nigra = C. x turfosa Fr."	"Carex elata x nigra = C. x turfosa"	
"Dipsacus strigosus Willd."		"2cd4p9h.2bq"	"2cd4p9h.2bq"	"Dipsacus strigosus Willd."	"Dipsacus strigosus"	
"Epilobium komarovianum H.Lév."		"2cd4p9h.2bt"	"2cd4p9h.2bt"	"Epilobium komarovianum H.Lév."	"Epilobium komarovianum"	
"Darmera peltata (Torr. ex Benth.) Voss ex Post & Kuntze"		"2cd4p9h.2c4"	"2cd4p9h.2c4"	"Darmera peltata (Torr. ex Benth.) Voss ex Post & Kuntze"	"Darmera peltata"	
"Vicia sativa subsp. segetalis (Thuill.) Gaudin"		"2cd4p9h.2ca"	"2cd4p9h.2ca"	"Vicia sativa subsp. segetalis (Thuill.) Gaudin"	"Vicia sativa subsp. segetalis"	
"Spiraea tomentosa L."		"2cd4p9h.2cg"	"2cd4p9h.2cg"	"Spiraea tomentosa L."	"Spiraea tomentosa"	
"Ranunculus aquatilis x trichophyllus = R. x lutzii A.Félix"		"2cd4p9h.2cw"	"2cd4p9h.2cw"	"Ranunculus aquatilis x trichophyllus = R. x lutzii A.Félix"	"Ranunculus aquatilis x trichophyllus = R. x lutzii"	
"Viola riviniana x lactea"		"2cd4p9h.2cm"	"2cd4p9h.2cm"	"Viola riviniana x lactea"	"Viola riviniana x lactea"	
"Viola lutea x tricolor"		"2cd4p9h.2cp"	"2cd4p9h.2cp"	"Viola lutea x tricolor"	"Viola lutea x tricolor"	
"Polygala vulgaris x calcarea"		"2cd4p9h.2d0"	"2cd4p9h.2d0"	"Polygala vulgaris x calcarea"	"Polygala vulgaris x calcarea"	
"Cerastium arvense x fontanum = C. x pseudoalpinum Murr"		"2cd4p9h.2d3"	"2cd4p9h.2d3"	"Cerastium arvense x fontanum = C. x pseudoalpinum Murr"	"Cerastium arvense x fontanum = C. x pseudoalpinum"	
"Geranium endressii x versicolor = G. x oxonianum P.F.Yeo"		"2cd4p9h.2d6"	"2cd4p9h.2d6"	"Geranium endressii x versicolor = G. x oxonianum P.F.Yeo"	"Geranium endressii x versicolor = G. x oxonianum"	
"Drosera intermedia x rotundifolia = D. x eloisiana T.S.Bailey"		"2cd4p9h.2d9"	"2cd4p9h.2d9"	"Drosera intermedia x rotundifolia = D. x eloisiana T.S.Bailey"	"Drosera intermedia x rotundifolia = D. x eloisiana"	
"Epilobium ciliatum x montanum = E. x interjectum Smejkal"		"2cd4p9h.2ek"	"2cd4p9h.2ek"	"Epilobium ciliatum x montanum = E. x interjectum Smejkal"	"Epilobium ciliatum x montanum = E. x interjectum"	
"Epilobium alsinifolium x montanum = E. x facchinii Hausm."		"2cd4p9h.2en"	"2cd4p9h.2en"	"Epilobium alsinifolium x montanum = E. x facchinii Hausm."	"Epilobium alsinifolium x montanum = E. x facchinii"	
"Epilobium lanceolatum x obscurum = E. x lamotteanum Hausskn."		"2cd4p9h.2eq"	"2cd4p9h.2eq"	"Epilobium lanceolatum x obscurum = E. x lamotteanum Hausskn."	"Epilobium lanceolatum x obscurum = E. x lamotteanum"	
"Epilobium roseum x tetragonum = E. x borbasianum Hausskn."		"2cd4p9h.2et"	"2cd4p9h.2et"	"Epilobium roseum x tetragonum = E. x borbasianum Hausskn."	"Epilobium roseum x tetragonum = E. x borbasianum"	
"Epilobium obscurum x roseum = E. x brachiatum Čelak."		"2cd4p9h.2f1"	"2cd4p9h.2f1"	"Epilobium obscurum x roseum = E. x brachiatum Čelak."	"Epilobium obscurum x roseum = E. x brachiatum"	
"Epilobium alsinifolium x anagallidifolium = E. x boissieri Hausskn."		"2cd4p9h.2fa"	"2cd4p9h.2fa"	"Epilobium alsinifolium x anagallidifolium = E. x boissieri Hausskn."	"Epilobium alsinifolium x anagallidifolium = E. x boissieri"	
"Symphytum officinale x asperum x tuberosum"		"2cd4p9h.2fg"	"2cd4p9h.2fg"	"Symphytum officinale x asperum x tuberosum"	"Symphytum officinale x asperum x tuberosum"	
"Verbascum lychnitis x nigrum = V. x incanum Gaudin"		"2cd4p9h.2fw"	"2cd4p9h.2fw"	"Verbascum lychnitis x nigrum = V. x incanum Gaudin"	"Verbascum lychnitis x nigrum = V. x incanum"	
"Linaria purpurea x repens = L. x dominii Druce"		"2cd4p9h.2fm"	"2cd4p9h.2fm"	"Linaria purpurea x repens = L. x dominii Druce"	"Linaria purpurea x repens = L. x dominii"	
"Ajuga pyramidalis x reptans = A. x pseudopyramidalis Schur"		"2cd4p9h.2fs"	"2cd4p9h.2fs"	"Ajuga pyramidalis x reptans = A. x pseudopyramidalis Schur"	"Ajuga pyramidalis x reptans = A. x pseudopyramidalis"	
"Cirsium eriophorum x vulgare = C. x grandiflorum Kitt."		"2cd4p9h.2g6"	"2cd4p9h.2g6"	"Cirsium eriophorum x vulgare = C. x grandiflorum Kitt."	"Cirsium eriophorum x vulgare = C. x grandiflorum"	
"Cirsium palustre x tuberosum = C. x semidecurrens Richt."		"2cd4p9h.2g9"	"2cd4p9h.2g9"	"Cirsium palustre x tuberosum = C. x semidecurrens Richt."	"Cirsium palustre x tuberosum = C. x semidecurrens"	
"Cirsium acaule x arvense = C. x boulayi E.G.Camus"		"2cd4p9h.2gc"	"2cd4p9h.2gc"	"Cirsium acaule x arvense = C. x boulayi E.G.Camus"	"Cirsium acaule x arvense = C. x boulayi"	
"Juncus balticus x inflexus = J. x lancastriensis Stace"		"2cd4p9h.2gf"	"2cd4p9h.2gf"	"Juncus balticus x inflexus = J. x lancastriensis Stace"	"Juncus balticus x inflexus = J. x lancastriensis"	
"Dactylorhiza maculata x purpurella = D. x formosa (T.Stephenson & T.A.Stephenson) Soó"		"2cd4p9h.2gv"	"2cd4p9h.2gv"	"Dactylorhiza maculata x purpurella = D. x formosa (T.Stephenson & T.A.Stephenson) Soó"	"Dactylorhiza maculata x purpurella = D. x formosa"	
"Carex riparia x vesicaria = C. x csomadensis Simonk."		"2cd4p9h.2gy"	"2cd4p9h.2gy"	"Carex riparia x vesicaria = C. x csomadensis Simonk."	"Carex riparia x vesicaria = C. x csomadensis"	
"Carex dioica x echinata = C. x gaudiniana Guthnick"		"2cd4p9h.2gr"	"2cd4p9h.2gr"	"Carex dioica x echinata = C. x gaudiniana Guthnick"	"Carex dioica x echinata = C. x gaudiniana"	
"Cotoneaster dammeri C.K.Schneid."		"2cd4p9h.2gz"	"2cd4p9h.2gz"	"Cotoneaster dammeri C.K.Schneid."	"Cotoneaster dammeri"	
"Cotoneaster lacteus W.W.Sm."		"2cd4p9h.2h2"	"2cd4p9h.2h2"	"Cotoneaster lacteus W.W.Sm."	"Cotoneaster lacteus"	
"Pinus mugo Turra"		"2cd4p9h.2hb"	"2cd4p9h.2hb"	"Pinus mugo Turra"	"Pinus mugo"	
"Pinus ponderosa Douglas ex Lawson & C.Lawson"		"2cd4p9h.2he"	"2cd4p9h.2he"	"Pinus ponderosa Douglas ex Lawson & C.Lawson"	"Pinus ponderosa"	
"Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip. subsp. aurantiaca"		"2cd4p9h.2v7"	"2cd4p9h.2v7"	"Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip. subsp. aurantiaca"	"Pilosella aurantiaca subsp. aurantiaca"	
"Pilosella aurantiaca subsp. carpathicola (Nägeli & Peter) Soják"		"2cd4p9h.2vg"	"2cd4p9h.2vg"	"Pilosella aurantiaca subsp. carpathicola (Nägeli & Peter) Soják"	"Pilosella aurantiaca subsp. carpathicola"	
"Ceratochloa brevis (Nees ex Steud.) B.D.Jacks."		"2cd4p9h.2wc"	"2cd4p9h.2wc"	"Ceratochloa brevis (Nees ex Steud.) B.D.Jacks."	"Ceratochloa brevis"	
"Eleusine indica (L.) Gaertn. subsp. indica"		"2cd4p9h.2k8"	"2cd4p9h.2k8"	"Eleusine indica (L.) Gaertn. subsp. indica"	"Eleusine indica subsp. indica"	
"Echinochloa frumentacea Link"		"2cd4p9h.2kq"	"2cd4p9h.2kq"	"Echinochloa frumentacea Link"	"Echinochloa frumentacea"	
"Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black"		"2cd4p9h.2x7"	"2cd4p9h.2x7"	"Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black"	"Eriochloa pseudoacrotricha"	
"Setaria parviflora (Poir.) Kerguélen"		"2cd4p9h.2xd"	"2cd4p9h.2xd"	"Setaria parviflora (Poir.) Kerguélen"	"Setaria parviflora"	
"Alnus rubra Bong."		"2cd4p9h.2m3"	"2cd4p9h.2m3"	"Alnus rubra Bong."	"Alnus rubra"	
"Correa backhouseana Hook."		"2cd4p9h.2m9"	"2cd4p9h.2m9"	"Correa backhouseana Hook."	"Correa backhouseana"	
